,Cod. Fornecedor,Cod. Prod,Nome,Margem,Quant. Frac,Pr. Venda
21,f67442779,f0807,LUX SAB ROSAS FRANCESAS 85G.,50,1,2.99
22,f67442801,f72115,LUX SAB FLOR DE LOTUS 85G.,50,1,2.99
23,f67442799,f6944,LUX SAB BUQUE DE JASMIM 85G.,50,1,2.99
24,f68242733,f2904223,HELLMANNS MAI AIOLI PET 500G.,50,1,11.5
25,f84171382,f4723,CLOSE UP C D TRIPLE MENTA 70G.,50,1,2.5
26,f84171381,f5841,CLOSE UP C D TRIPLE HORTELA 70G.,50,1,2.5
27,f84145956,f5911,SEDA CO LISO PERFEITO 325ML 325ML.,50,1,14.5
28,f84164425,f1466,COMFORT AMAC CONC PURO CUIDADO 500ML.,50,1,13.99
29,f68242473,f2904226,HELLMANNS MAI VERDE PET 500G.,50,1,11.5
30,f84157414,f2410,REXONA DEO ROLLON POWDER 50ML 50ML.,50,1,11.2
31,f84157422,f2409,REXONA DEO ROLLON ACTIVE 50ML 50ML.,50,1,11.2
32,f84160537,f9026,REXONA DEO AER AP POWDER 90G/150ML 150ML.,50,1,16.50
33,f84160594,f5259,REXONA DEO AER AP V8 90G 290G.,50,1,17.5
34,f84160582,f4606,REXONA DEO AER AP INVISIBLE 90G 290G.,50,1,16.2
35,f84160641,f5406,REXONA DEO AER AP W INVIS 90G/150ML 90G.,50,1,16.2
36,f67765379,f72171,LAVA-ROUPAS LIQUIDO OMO LAVAGEM PERFEITA REFIL ECONOMIC.,50,1,15.2
37,f84141282,f359,DOVE SAB BRANCO 90G.,50,1,4.99
38,f84140555,f6039,DOVE SAB KAR E BAUNILHA 90G.,50,1,4.99
39,f68224924,f2904227,OMO DESINF PINHO 500ML U.,50,1,6.2
40,f67733593,f72287,OMO DT PO LV PER CAR 800G.,50,1,14.99
41,f67881699,f145099,BRILHANTE SN PO LIM T 800G.,50,1,11.99
42,f84164334,f0912211,COMFORT AMAC EXPERT CARE F PR 500ML.,50,1,11.99
43,f67761811,f103204,COMFORT AMAC EXPERT CARE HYD SE 500ML.,50,1,11.99
44,f67506502,f1905221,COMFORT AMAC PROTECAO MICELAR 12X500ML.,50,1,11.99
45,f84156945,f10101,SUAVE SH MEL E OLEO AMENDOAS 325ML 325ML.,50,1,8.5
46,f84156946,f253987,SUAVE SH BABOSA E PEPINO 325ML 325ML.,50,1,8.5
47,f84171210,f5309,CLOSE UP C D TRIP M AMER 70G.,50,1,2.99
48,f68720311,f3105222,SEDA SH 2EM1 JUNT TDS TIP CABELO12X300ML.,50,1,11.5
49,f68720315,f3105223,SEDA SH JUNTINHOS CRESPOS 12X300ML.,50,1,11.5
50,f68720312,f3105224,SEDA SH JUNTINHOS CACHOS 12X300ML.,50,1,11.5
51,f68720310,f3105226,SEDA SH JUNTIN TDS TIPOS CABELO 12X300ML.,50,1,11.5
52,f68720361,f3105225,SEDA CO JUNT TDS TIPOS CABELO 12X300ML.,50,1,13.99
53,f68720363,f3105227,SEDA CO JUNTINHOS CRESPOS 12X300ML.,50,1,13.99
54,f68720362,f3105228,SEDA CO JUNTINHOS CACHOS 12X300ML.,50,1,13.99
55,f67442770,f003366,LUX SAB LIRIO AZUL 85G.,50,1,2.5
56,f67442774,f72116,LUX SAB LAVANDA 85G.,50,1,2.5
57,f67442790,f72432,LUX SAB FLOR DE VERBENA 85G.,50,1,2.5
58,f68864435,f0807223,SURF DT PO ROSAS E FLOR DE LIS 800G.,50,1,10.5
59,f67878702,f2911213,BRILHANTE DT LIQ LIMP TOT 900ML NE U.,50,1,14.99
60,f68714790,f2608222,REXONA SAB ANT MULTIVITAMINAS 108X84G.,50,1,2.99
61,f68714788,f2608221,REXONA SAB ANT FRUT VERMELHAS 108X84G.,50,1,2.99
62,f84172489,f5453,HELLMANNS MAI REG PET 250G.,50,1,8.99
63,f67791061,f1103211,OMO DT PO LAV PER CAR 24X400G.,50,1,9.99
