,Cod. Fornecedor,Cod. Prod,Nome,Margem,Quant. Frac,Pr. Venda
48,f118461,f72309,MONSTER ENERGY ULTRA 473 ML,50,6.0,9.2
49,f119002,f72316,DV FRESH SABOR UVA 1.5 L,50,6.0,5.2
50,f119068,f107215,DEL VALE KAPO MAcA 200ML,50,6.0,2.1
51,f55732,f208211,REFRIGERANTE SPRITE ZERO 2L,50,6.0,6.99
52,f118952,f2207211,SUCO SEED AMENDOAS 1L,50,6.0,14.99
53,f119145,f2405211,SUCO DE SOJA ADES 1L,50,6.0,7.2
54,f119149,f2405212,SUCO DE SOJA ADES 1L,50,6.0,7.2
55,f56366,f2705211,FANTA LARANJA 2L RETOPRNVEL,20,9.0,6.2
56,f119167,f2810214,DV ABACAXI 1L,50,6.0,8.5
57,f118786,f2857452,SUCO del vale pessego,50,6.0,4.35
58,f118984,f3009213,MONSTER ENERGY ABS ZERO 473ML,50,6.0,9.2
59,f56238,f72350,SPRITE FRESH LIMAO PET 510ml 6U FL,50,6.0,4.2
60,f55568,f2294,CC PET RET 2L 9,20,9.0,6.99
61,f55990,f247,FANTA Uva 600ml 06Pack F.Liso,50,6.0,5.5
62,f118238,f7640,I9 MARACUJA 500ML (6) CP,50,6.0,4.99
63,f119144,f0912216,ADES LARANJA TP 1L 6U CP,50,6.0,6.5
64,f119146,f0912215,ADES ORIGINAL TP 1L 6U CP,50,6.0,8.5
65,f118798,f2054,DV FRUT UVA PET 450ML 6P CP,50,6.0,3.5
66,f118241,f2342,I9 LIMAO 500ML (6) CP,50,6.0,4.99
67,f118239,f6111,I9 UVA VERDE 500ML (6) CP,50,6.0,4.99
68,f119169,f2512215,DV Manga LT 290ML (6U) CP,50,6.0,3.2
69,f92527,f4253,CRYSTAL 500ML SEM GAS 12UN CP,50,12.0,1.99
70,f56424,f72797,COCA-COLA ORIGINAL PET 2L (6) FL,35,6.0,10.5
71,f118213,f3303,GUA POWER  C/ ACAI  CP300ML CP,50,12.0,2.99
72,f118768,f6557,"MATTE LEAO PESSEGO PET 1,5L (6) CP",50,6.0,7.99
73,f118240,f3921,I9 TANGERINA 500ML (6) CP,50,6.0,4.99
74,f118231,f685,MATTE NATURAL COPO 300ML CP,50,12.0,3.5
75,f118955,f4070,DV FRUT LARANJA PET 450ML 6P CP,50,6.0,3.99
76,f139607,f72800,EST GALICIA PILSEN LN 350ml (12),50,12.0,7.99
77,f118464,f72665,Monster JM Khaos LT 473ml 6Pack FL CP,50,6.0,9.2
78,f118882,f6254,DV PESSEGO LT 290ML 6U FL,50,6.0,3.99
79,f118098,f3492,KAPO ABA 200 12 CP,50,12.0,2.2
80,f119170,f72862,Monster Pacific Punch LT 473ml 6U FL CP,50,6.0,9.2
81,f119128,f72593,MONSTER ULTRA PARADISE LT 473ml 6U FL CP,50,6.0,9.2
82,f119143,f2804221,ADES ABACAXI TP 1L 6U CP,50,6.0,7.2
83,f118884,f3922,DV UVA LT 290ML 6U FL,50,6.0,3.99
84,f139440,f2306223,Gin Gordons 750ml Vidro NRGB 1un,50,1.0,98.5
85,f139437,f3008212,Vodka Smirnoff Red 998ml Vidro NRGB 1un,50,1.0,47.5
86,f139436,f2306225,Cachaca Ypioca Ouro 965ml Vidro NRGB 1un,50,1.0,24.5
87,f139434,f2306226,Whiskey JW RED LABEL 1L Vidro NRGB 1un,50,1.0,109.99
88,f118198,f3301,Powerade Mountain Blast  PT500 06 CP,50,6.0,4.99
89,f118223,f687,MATTE LIMAO COPO 300ML CP,50,12.0,3.5
90,f119513,f0408222,Powerade Limao PET 500ml 06,50,6.0,4.99
91,f141044,f1208221,PETTIZ AMENDOIM JAPONES SPECIAL 50G (20),50,20.0,3.2
92,f119512,f1208222,Powerade Laranja PET 500ml 06,50,6.0,4.99
93,f139474,f2908221,Eisenbahn LT 350ml 12U Pilsen,50,12.0,5.5
94,f118214,f1193,GUARANA POWER CP300ML CP,50,12.0,2.99
95,f141006,f203,MENTOS FRUTAS STICK 16P,50,16.0,2.5
96,f119148,f1010221,ADES PESSEGO TP 1L 6U CP,50,6.0,7.2
97,f118795,f1610228,DV FRUT LARANJA PET 1L 6P CP,50,6.0,4.99
98,f55410,f924,CC 600 PET6Un PROMO,50,6.0,5.5
99,f118765,f228844,"MATTE LEAO LIMAO PET 1,5L (6) CP",50,6.0,7.99
100,f141028,f72804,FINI TUBES MORANGO 15g (12),50,12.0,1.2
101,f141045,f1208221,PETTIZ AMEND TOR E SALG SPECIAL 50G (20),50,20.0,3.2
102,f139555,f248,Dreher GAR VD 900ml(1),50,1.0,23.99
103,f92701,f1201231,CRY SPARKLING TANG CAPLIM PET 510ml 6U,50,6.0,3.2
104,f92721,f7174,CRY SPARKLING LIMAO PET 510ml 6U FL,50,6.0,3.2
105,f92723,f0408,CRY SPARKLING FRUTAS VERM PET510 6U FL,50,6.0,3.2
106,f55707,f926,KUAT PET 600 06un F.Liso,50,6.0,4.99
107,f118200,f4271,Powerade Uva S.Cap PT500 06 CP,50,6.0,4.99
108,f55994,f3686,CC Sem Acucar PET 1L 6U FL,50,6.0,7.2
109,f56367,f72644,FTA UVA PET RET 2L_TRI,20,9.0,6.2
